Euro
Lek
Algerian Dinar
US Dollar
East Caribbean Dollar
Argentine Peso
Armenian Dram
Aruban Florin
Australian Dollar
Bahamian Dollar
Bahraini Dinar
Taka
Barbados Dollar
Belize Dollar
CFA Franc BCEAO
Bermudian Dollar
Indian Rupee
Ngultrum
Boliviano
Convertible Mark
Pula
Norwegian Krone
Brazilian Real
Brunei Dollar
Bulgarian Lev
Burundi Franc
Cabo Verde Escudo
Riel
CFA Franc BEAC
Canadian Dollar
Cayman Islands Dollar
Chilean Peso
Yuan Renminbi
Colombian Peso
Comorian Franc 
Congolese Franc
New Zealand Dollar
Costa Rican Colon
Kuna
Cuban Peso
Peso Convertible
Netherlands Antillean Guilder
Czech Koruna
Danish Krone
Djibouti Franc
Dominican Peso
Egyptian Pound
Nakfa
Lilangeni
Ethiopian Birr
Fiji Dollar
CFP Franc
Dalasi
Lari
Gibraltar Pound
Quetzal
Pound Sterling
Guinean Franc
Guyana Dollar
Gourde
Lempira
Hong Kong Dollar
Forint
Iceland Krona
Rupiah
Iranian Rial
Iraqi Dinar
New Israeli Sheqel
Jamaican Dollar
Yen
Jordanian Dinar
Tenge
Kenyan Shilling
North Korean Won
Won
Kuwaiti Dinar
Som
Lao Kip
Lebanese Pound
Rand
Liberian Dollar
Libyan Dinar
Swiss Franc
Pataca
Denar
Malagasy Ariary
Malawi Kwacha
Malaysian Ringgit
Rufiyaa
Ouguiya
Mauritius Rupee
Moldovan Leu
Tugrik
Moroccan Dirham
Namibia Dollar
Nepalese Rupee
Cordoba Oro
Naira
Rial Omani
Pakistan Rupee
Balboa
Kina
Guarani
Philippine Peso
Qatari Rial
Romanian Leu
Rwanda Franc
Saint Helena Pound
Tala
Dobra
Saudi Riyal
Seychelles Rupee
Leone
Singapore Dollar
Solomon Islands Dollar
Somali Shilling
Sri Lanka Rupee
Surinam Dollar
Swedish Krona
Syrian Pound
New Taiwan Dollar
Somoni
Tanzanian Shilling
Baht
Pa'anga
Trinidad and Tobago Dollar
Tunisian Dinar
Turkish Lira
Turkmenistan New Manat
Hryvnia
UAE Dirham
Peso Uruguayo
Uzbekistan Sum
Vatu
Dong
Yemeni Rial
Croatian Kuna
Kwacha
Nuevo Sol 
New Romanian Leu 
New Turkish Lira
EUR
ALL
DZD
USD
XCD
ARS
AMD
AWG
AUD
BSD
BHD
BDT
BBD
BZD
XOF
BMD
INR
BTN
BOB
BAM
BWP
NOK
BRL
BND
BGN
BIF
CVE
KHR
XAF
CAD
KYD
CLP
CNY
COP
KMF
CDF
NZD
CRC
HRK
CUP
CUC
ANG
CZK
DKK
DJF
DOP
EGP
ERN
SZL
ETB
FJD
XPF
GMD
GEL
GIP
GTQ
GBP
GNF
GYD
HTG
HNL
HKD
HUF
ISK
IDR
IRR
IQD
ILS
JMD
JPY
JOD
KZT
KES
KPW
KRW
KWD
KGS
LAK
LBP
ZAR
LRD
LYD
CHF
MOP
MKD
MGA
MWK
MYR
MVR
MRO
MUR
MDL
MNT
MAD
NAD
NPR
NIO
NGN
OMR
PKR
PAB
PGK
PYG
PHP
QAR
RON
RWF
SHP
WST
STD
SAR
SCR
SLL
SGD
SBD
SOS
LKR
SRD
SEK
SYP
TWD
TJS
TZS
THB
TOP
TTD
TND
TRY
TMT
UAH
AED
UYU
UZS
VUV
VND
YER
PEN
